Q46P,Q49,Q260,Q261,Q262,Q263,Q264,Q265,Q266,Q267,Q268,Q269,Q270,Q271,Q272,Q273,Q274,Q275,Q276,Q277,Q278,Q279,Q280,Q281,Q282,Q283,Q284,Q285,Q286,Q287P,Q288,Q289,Q290
4,10,Male,1984,33,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",3,No,1240,Married,1,Post-secondary non-tertiary education (ISCED 4),Post-secondary non-tertiary education (ISCED 4),Post-secondary non-tertiary education (ISCED 4),Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Part time (less than 30 hours a week),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Private business or industry,Yes,Save money,Working class,7,Do not belong to a denomination,840001
4,10,Female,1986,31,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",5,No,1240,Married,3,Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Service (for example: restaurant owner, police officer, waitress, barber, caretaker)",Private business or industry,Yes,Spent some savings and borrowed money,Lower middle class,5,Do not belong to a denomination,840005
3,8,Male,1958,59,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",3,No,1240,Married,6,Short-cycle tertiary education (ISCED 5),Bachelor or equivalent (ISCED 6),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper",Private business or industry,Yes,Just get by,Lower middle class,5,Protestant,840001
3,8,Female,1985,32,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",5,No,1240,Married,3,Bachelor or equivalent (ISCED 6),Upper secondary education (ISCED 3),Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper","Unskilled worker (for example: labourer, porter, unskilled factory worker, cleaner)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Private business or industry,No,Save money,Lower middle class,5,Do not belong to a denomination,840001
4,7,Male,1980,37,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",4,No,1240,Married,2,Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Unskilled worker (for example: labourer, porter, unskilled factory worker, cleaner)","Unskilled worker (for example: labourer, porter, unskilled factory worker, cleaner)","Unskilled worker (for example: labourer, porter, unskilled factory worker, cleaner)",Government or public institution,No,Just get by,Upper middle class,4,Do not belong to a denomination,840001
4,9,Female,1981,36,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",4,No,1240,Married,2,Master or equivalent (ISCED 7),Master or equivalent (ISCED 7),Master or equivalent (ISCED 7),Doctoral or equivalent (ISCED 8),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Government or public institution,No,Save money,Lower middle class,5,Jew,840001
3,8,Male,1977,40,I am an immigrant to this country (born outside this country),Immigrant,Immigrant,328,328,328,"Yes, I am a citizen of this country",2,No,1240,Married,0,Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Private business or industry,Yes,Save money,Upper middle class,5,Do not belong to a denomination,840003
3,8,Female,1988,29,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",6,"Yes, own parent(s)",1240,Married,3,Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Master or equivalent (ISCED 7),Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Full time (30 hours a week or more),"Sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer)","Sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Private business or industry,No,Just get by,Lower middle class,5,Do not belong to a denomination,840001
4,8,Male,1965,52,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",3,No,1240,Married,3,Doctoral or equivalent (ISCED 8),Master or equivalent (ISCED 7),Master or equivalent (ISCED 7),Doctoral or equivalent (ISCED 8),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Higher administrative (for example: banker, executive in big business, high government official, union official)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Government or public institution,Yes,Save money,Working class,7,Roman Catholic,840001
4,8,Male,1978,39,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Married,1,Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Upper secondary education (ISCED 3),Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Farm worker (for example: farm labourer, tractor driver)",Government or public institution,Yes,Save money,Working class,6,Do not belong to a denomination,840001
2,6,Female,1986,31,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Living together as married,0,Bachelor or equivalent (ISCED 6),Master or equivalent (ISCED 7),Upper secondary education (ISCED 3),Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Private business or industry,No,Save money,Working class,7,Roman Catholic,840001
3,8,Female,1988,29,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Married,0,Bachelor or equivalent (ISCED 6),Doctoral or equivalent (ISCED 8),Upper secondary education (ISCED 3),Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Full time (30 hours a week or more),"Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Government or public institution,No,Just get by,Working class,6,Do not belong to a denomination,840001
3,8,Female,1984,33,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",6,No,1240,Married,5,Post-secondary non-tertiary education (ISCED 4),Post-secondary non-tertiary education (ISCED 4),Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Unskilled worker (for example: labourer, porter, unskilled factory worker, cleaner)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Private business or industry,No,Spent savings and borrowed money,Upper middle class,4,Do not belong to a denomination,840001
3,8,Male,1986,31,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",4,No,1240,Married,2,Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Full time (30 hours a week or more),"Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper","Higher administrative (for example: banker, executive in big business, high government official, union official)","Sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer)",Private business or industry,Yes,Save money,Working class,6,Roman Catholic,840001
3,8,Male,1962,55,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",3,No,1240,Married,2,Upper secondary education (ISCED 3),Master or equivalent (ISCED 7),Lower secondary education (ISCED 2),Lower secondary education (ISCED 2),Full time (30 hours a week or more),Full time (30 hours a week or more),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Unskilled worker (for example: labourer, porter, unskilled factory worker, cleaner)",Private business or industry,Yes,Save money,Upper middle class,6,Roman Catholic,840001
2,3,Female,1986,31,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",3,No,1240,Living together as married,1,Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Post-secondary non-tertiary education (ISCED 4),Part time (less than 30 hours a week),Full time (30 hours a week or more),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, carpenter, sheet metal worker, baker)",Private business or industry,No,Spent some savings and borrowed money,Lower middle class,4,Do not belong to a denomination,840001
3,8,Male,1971,46,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",4,No,1240,Married,2,Master or equivalent (ISCED 7),Bachelor or equivalent (ISCED 6),Upper secondary education (ISCED 3),Master or equivalent (ISCED 7),Full time (30 hours a week or more),Part time (less than 30 hours a week),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Government or public institution,Yes,Just get by,Working class,7,Roman Catholic,840001
3,7,Male,1959,58,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Living together as married,2,Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Upper secondary education (ISCED 3),Doctoral or equivalent (ISCED 8),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Private business or industry,Yes,Just get by,Working class,7,Protestant,840001
3,6,Female,1973,44,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",5,No,1240,Married,3,Short-cycle tertiary education (ISCED 5),Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Private non-profit organization,No,Spent some savings and borrowed money,Upper middle class,4,Do not belong to a denomination,840001
4,8,Male,1966,51,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",4,No,1240,Living together as married,7,Upper secondary education (ISCED 3),Short-cycle tertiary education (ISCED 5),Lower secondary education (ISCED 2),Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Full time (30 hours a week or more),"Unskilled worker (for example: labourer, porter, unskilled factory worker, cleaner)","Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper","Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, carpenter, sheet metal worker, baker)",Private business or industry,Yes,Spent savings and borrowed money,Lower middle class,7,Do not belong to a denomination,840002
3,8,Male,1989,28,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",3,No,1240,Married,1,Bachelor or equivalent (ISCED 6),Master or equivalent (ISCED 7),Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Government or public institution,No,Spent savings and borrowed money,Lower middle class,6,Protestant,840001
4,9,Male,1961,56,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Married,3,Upper secondary education (ISCED 3),Master or equivalent (ISCED 7),Upper secondary education (ISCED 3),Doctoral or equivalent (ISCED 8),Full time (30 hours a week or more),Full time (30 hours a week or more),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Private business or industry,Yes,Save money,Upper middle class,7,Protestant,840001
3,8,Male,1982,35,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",5,No,1240,Living together as married,3,Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Higher administrative (for example: banker, executive in big business, high government official, union official)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Government or public institution,Yes,Save money,Working class,7,Roman Catholic,840001
3,7,Male,1957,60,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Married,2,Bachelor or equivalent (ISCED 6),Post-secondary non-tertiary education (ISCED 4),Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Part time (less than 30 hours a week),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper","Sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer)",Private business or industry,Yes,Save money,Lower middle class,4,Protestant,840001
4,9,Female,1991,26,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Living together as married,0,Master or equivalent (ISCED 7),Master or equivalent (ISCED 7),Short-cycle tertiary education (ISCED 5),Master or equivalent (ISCED 7),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer)",Government or public institution,Yes,Save money,Lower middle class,6,Do not belong to a denomination,840001
3,7,Male,1988,29,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Married,0,Doctoral or equivalent (ISCED 8),Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Master or equivalent (ISCED 7),Full time (30 hours a week or more),Part time (less than 30 hours a week),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Government or public institution,Yes,Spent savings and borrowed money,Lower middle class,4,Protestant,840001
3,9,Female,1988,29,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",4,No,1240,Married,2,Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, carpenter, sheet metal worker, baker)",Private business or industry,Yes,Save money,Working class,5,Protestant,840001
3,8,Male,1986,31,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",3,No,1240,Married,2,Short-cycle tertiary education (ISCED 5),Bachelor or equivalent (ISCED 6),Upper secondary education (ISCED 3),Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Full time (30 hours a week or more),"Unskilled worker (for example: labourer, porter, unskilled factory worker, cleaner)","Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer)",Private business or industry,Yes,Just get by,Lower middle class,3,Roman Catholic,840001
3,7,Male,1970,47,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",3,No,1240,Married,2,Short-cycle tertiary education (ISCED 5),Upper secondary education (ISCED 3),Post-secondary non-tertiary education (ISCED 4),Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Full time (30 hours a week or more),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Government or public institution,Yes,Just get by,Lower middle class,5,Protestant,840001
2,7,Male,1985,32,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",3,No,1240,Living together as married,1,Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer)","Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Service (for example: restaurant owner, police officer, waitress, barber, caretaker)",Private non-profit organization,Yes,Just get by,Lower middle class,3,Do not belong to a denomination,840001
4,10,Male,1981,36,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",4,"Yes, own parent(s)",1240,Living together as married,1,Lower secondary education (ISCED 2),Lower secondary education (ISCED 2),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer)","Sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer)","Unskilled worker (for example: labourer, porter, unskilled factory worker, cleaner)",Private business or industry,Yes,Just get by,Upper middle class,5,Do not belong to a denomination,840001
3,6,Male,1984,33,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",4,No,1240,Married,1,Post-secondary non-tertiary education (ISCED 4),Short-cycle tertiary education (ISCED 5),Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper","Service (for example: restaurant owner, police officer, waitress, barber, caretaker)",Private business or industry,No,Just get by,Upper middle class,2,Do not belong to a denomination,840001
3,6,Male,1963,54,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",3,No,1240,Married,1,Master or equivalent (ISCED 7),Doctoral or equivalent (ISCED 8),Upper secondary education (ISCED 3),Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper",Government or public institution,No,Save money,Working class,6,Roman Catholic,840001
3,8,Female,1990,27,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Living together as married,0,Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Master or equivalent (ISCED 7),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Higher administrative (for example: banker, executive in big business, high government official, union official)",Private non-profit organization,Yes,Spent some savings and borrowed money,Lower middle class,5,Do not belong to a denomination,840001
3,8,Male,1960,57,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",5,No,1240,Married,6,Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Upper secondary education (ISCED 3),Master or equivalent (ISCED 7),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Government or public institution,Yes,Spent savings and borrowed money,Lower middle class,6,Protestant,840001
3,8,Male,1955,62,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Married,2,Post-secondary non-tertiary education (ISCED 4),Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Service (for example: restaurant owner, police officer, waitress, barber, caretaker)",Private business or industry,Yes,Just get by,Lower middle class,5,Roman Catholic,840001
3,6,Female,1981,36,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",4,No,1240,Married,2,Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Lower secondary education (ISCED 2),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Private business or industry,No,Spent savings and borrowed money,Upper class,3,Do not belong to a denomination,840001
3,8,Female,1978,39,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",4,No,1240,Married,2,Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Private business or industry,Yes,Just get by,Working class,6,Do not belong to a denomination,840001
3,6,Male,1986,31,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Married,0,Post-secondary non-tertiary education (ISCED 4),Short-cycle tertiary education (ISCED 5),Bachelor or equivalent (ISCED 6),Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Part time (less than 30 hours a week),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Private business or industry,Yes,Save money,Lower middle class,4,Other,840001
4,9,Male,1986,31,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",4,No,1240,Married,3,Doctoral or equivalent (ISCED 8),Short-cycle tertiary education (ISCED 5),Short-cycle tertiary education (ISCED 5),Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Part time (less than 30 hours a week),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper","farm owner, farm manager",Private business or industry,Yes,Save money,Working class,8,Other Christian (Evangelical/Pentecostal/Fee church/etc.),840001
4,10,Female,1962,55,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Married,2,Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Service (for example: restaurant owner, police officer, waitress, barber, caretaker)",Private business or industry,No,Spent some savings and borrowed money,Working class,6,Protestant,840001
3,8,Male,1983,34,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",5,No,1240,Married,3,Doctoral or equivalent (ISCED 8),Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Master or equivalent (ISCED 7),Full time (30 hours a week or more),Part time (less than 30 hours a week),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Higher administrative (for example: banker, executive in big business, high government official, union official)",Private business or industry,Yes,Save money,Working class,7,Roman Catholic,840001
3,8,Female,1987,30,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Married,1,Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Short-cycle tertiary education (ISCED 5),Upper secondary education (ISCED 3),Self employed,Full time (30 hours a week or more),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Higher administrative (for example: banker, executive in big business, high government official, union official)","Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, carpenter, sheet metal worker, baker)",Private business or industry,No,Save money,Working class,6,Do not belong to a denomination,840001
3,8,Female,1989,28,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Living together as married,0,Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Government or public institution,No,Just get by,Working class,7,Do not belong to a denomination,840001
3,8,Female,1985,32,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",5,No,1240,Married,4,Post-secondary non-tertiary education (ISCED 4),Post-secondary non-tertiary education (ISCED 4),Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Part time (less than 30 hours a week),"Unskilled worker (for example: labourer, porter, unskilled factory worker, cleaner)","Unskilled worker (for example: labourer, porter, unskilled factory worker, cleaner)","Unskilled worker (for example: labourer, porter, unskilled factory worker, cleaner)",Private business or industry,Yes,Save money,Working class,6,Do not belong to a denomination,840002
